id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
CL-016221;2025-02-05;21:55:33;CLI-00344;M;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Grafite;1;149.90;0.05;7.50;149.90;142.41;63.40;63.40;79.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-016222;2025-02-05;22:53:22;CLI-01979;Nao informado;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-016223;2025-02-05;08:57:47;CLI-01306;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Rosa;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-016224;2025-02-05;10:51:00;CLI-00692;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-016225;2025-02-05;15:26:39;CLI-01661;Nao informado;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Azul Marinho;1;149.90;0.20;29.98;149.90;119.92;63.40;63.40;56.52;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-016226;2025-02-05;17:22:13;CLI-01895;M;55+;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Verde Oliva;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-016227;2025-02-05;13:25:00;CLI-00507;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Branco;2;109.90;0.10;21.98;219.80;197.82;45.10;90.20;107.62;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-016228;2025-02-05;11:19:46;CLI-02097;F;55+;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Vinho;1;89.90;0.20;17.98;89.90;71.92;35.50;35.50;36.42;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-016229;2025-02-06;17:38:04;CLI-00331;Nao informado;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Rosa;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;devolvida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-016230;2025-02-06;13:23:54;CLI-01981;F;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Grafite;1;159.90;0.20;31.98;159.90;127.92;70.20;70.20;57.72;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-016231;2025-02-06;17:10:20;CLI-00228;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Branco;2;29.90;0.10;5.98;59.80;53.82;9.80;19.60;34.22;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-016232;2025-02-06;10:13:26;CLI-01106;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Vinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-016233;2025-02-06;16:20:07;CLI-01249;M;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Grafite;2;69.90;0.10;13.98;139.80;125.82;27.60;55.20;70.62;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-016234;2025-02-06;12:30:48;CLI-00171;F;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Vinho;3;149.90;0.15;67.45;449.70;382.25;63.40;190.20;192.05;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016235;2025-02-06;12:24:54;CLI-00848;Nao informado;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-016236;2025-02-06;13:29:16;CLI-01816;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Azul Marinho;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-016237;2025-02-06;16:53:20;CLI-02663;M;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Grafite;1;139.90;0.20;27.98;139.90;111.92;57.80;57.80;54.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-016238;2025-02-06;12:26:37;CLI-00283;M;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Branco;1;139.90;0.20;27.98;139.90;111.92;57.80;57.80;54.12;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-016239;2025-02-06;21:12:30;CLI-01972;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Azul Marinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-016240;2025-02-06;15:26:51;CLI-00744;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Verde Oliva;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-016241;2025-02-06;15:29:06;CLI-01887;M;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Verde Oliva;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-016242;2025-02-06;13:57:05;CLI-01611;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Branco;2;99.90;0.05;9.99;199.80;189.81;39.20;78.40;111.41;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-016243;2025-02-07;11:06:49;CLI-00120;F;55+;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Rosa;2;109.90;0.00;0.00;219.80;219.80;45.10;90.20;129.60;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-016244;2025-02-07;14:54:58;CLI-00109;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Verde Oliva;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-016245;2025-02-07;20:38:24;CLI-00298;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Vinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-016246;2025-02-07;16:45:44;CLI-00550;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Grafite;2;79.90;0.05;7.99;159.80;151.81;31.70;63.40;88.41;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-016247;2025-02-07;10:59:42;CLI-00977;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Grafite;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-016248;2025-02-07;18:36:56;CLI-01666;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Azul Marinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016249;2025-02-07;19:19:05;CLI-01867;Nao informado;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Grafite;2;109.90;0.00;0.00;219.80;219.80;45.10;90.20;129.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-016250;2025-02-07;16:38:58;CLI-00417;F;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;M;Rosa;1;189.90;0.05;9.50;189.90;180.41;82.30;82.30;98.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-016251;2025-02-07;19:24:29;CLI-02119;Nao informado;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Rosa;3;64.90;0.00;0.00;194.70;194.70;24.90;74.70;120.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-016252;2025-02-07;11:19:38;CLI-00655;F;55+;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Grafite;2;109.90;0.05;10.99;219.80;0.00;45.10;90.20;0.00;cancelada;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-016253;2025-02-07;10:22:49;CLI-00671;F;55+;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;M;Rosa;1;189.90;0.05;9.50;189.90;180.41;82.30;82.30;98.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-016254;2025-02-07;11:31:33;CLI-02247;Nao informado;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-016255;2025-02-07;14:46:15;CLI-02413;M;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Vinho;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-016256;2025-02-07;15:26:19;CLI-00121;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Rosa;2;29.90;0.00;0.00;59.80;59.80;9.80;19.60;40.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-016257;2025-02-07;20:49:02;CLI-00483;M;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Grafite;1;109.90;0.20;21.98;109.90;87.92;45.10;45.10;42.82;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-016258;2025-02-07;18:18:14;CLI-00932;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Azul Marinho;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-016259;2025-02-07;17:37:48;CLI-01542;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Verde Oliva;3;109.90;0.10;32.97;329.70;296.73;45.10;135.30;161.43;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-016260;2025-02-07;13:17:23;CLI-00420;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Azul Marinho;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016261;2025-02-07;17:34:36;CLI-01634;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Rosa;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016262;2025-02-08;12:27:37;CLI-00873;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Verde Oliva;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-016263;2025-02-08;09:27:56;CLI-00872;M;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Vinho;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-016264;2025-02-08;15:28:41;CLI-00321;M;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Grafite;1;109.90;0.05;5.50;109.90;104.41;45.10;45.10;59.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016265;2025-02-08;19:02:38;CLI-02241;Nao informado;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Grafite;1;89.90;0.20;17.98;89.90;71.92;35.50;35.50;36.42;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-016266;2025-02-08;14:48:54;CLI-02270;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Preto;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-016267;2025-02-08;21:42:35;CLI-01876;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Grafite;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016268;2025-02-08;17:30:25;CLI-00257;M;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Azul Marinho;1;159.90;0.10;15.99;159.90;143.91;70.20;70.20;73.71;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016269;2025-02-08;19:15:11;CLI-00187;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Rosa;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;debito
CL-016270;2025-02-08;12:07:42;CLI-01917;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Verde Oliva;1;149.90;0.20;29.98;149.90;119.92;63.40;63.40;56.52;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-016271;2025-02-08;11:48:10;CLI-02314;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Branco;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016272;2025-02-08;13:12:28;CLI-01394;M;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Preto;2;139.90;0.15;41.97;279.80;237.83;57.80;115.60;122.23;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-016273;2025-02-08;16:10:19;CLI-00695;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Branco;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;devolvida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-016274;2025-02-08;18:43:47;CLI-02718;M;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Verde Oliva;1;69.90;0.05;3.50;69.90;66.41;27.60;27.60;38.80;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-016275;2025-02-08;09:02:04;CLI-01947;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Verde Oliva;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-016276;2025-02-08;18:52:29;CLI-00437;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Branco;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-016277;2025-02-08;14:49:46;CLI-01878;F;18-24;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Preto;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-016278;2025-02-10;19:07:59;CLI-02007;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Branco;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-016279;2025-02-10;11:13:15;CLI-02328;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Vinho;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-016280;2025-02-10;10:34:03;CLI-02390;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Vinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-016281;2025-02-10;15:18:27;CLI-01933;F;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Preto;1;69.90;0.05;3.50;69.90;66.41;27.60;27.60;38.80;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-016282;2025-02-10;14:05:30;CLI-01152;F;18-24;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Branco;3;69.90;0.15;31.46;209.70;178.25;27.60;82.80;95.44;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-016283;2025-02-10;17:02:57;CLI-00446;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Azul Marinho;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016284;2025-02-10;12:26:04;CLI-01466;M;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Vinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-016285;2025-02-10;13:50:06;CLI-00758;F;55+;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Preto;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016286;2025-02-10;14:52:33;CLI-01233;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Azul Marinho;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-016287;2025-02-10;18:41:34;CLI-00202;M;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;pix
CL-016288;2025-02-10;22:07:14;CLI-01457;M;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Verde Oliva;1;69.90;0.05;3.50;69.90;66.41;27.60;27.60;38.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-016289;2025-02-10;11:10:40;CLI-01071;Nao informado;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Rosa;2;64.90;0.05;6.49;129.80;123.31;24.90;49.80;73.51;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-016290;2025-02-10;13:42:52;CLI-02762;M;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Branco;1;99.90;0.20;19.98;99.90;79.92;39.20;39.20;40.72;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-016291;2025-02-10;20:34:13;CLI-00072;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Grafite;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-016292;2025-02-11;15:27:45;CLI-00279;M;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Rosa;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-016293;2025-02-11;16:41:31;CLI-00698;F;45-54;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;PP;Preto;1;189.90;0.15;28.48;189.90;161.42;82.30;82.30;79.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-016294;2025-02-11;08:55:52;CLI-01740;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Preto;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-016295;2025-02-11;16:05:41;CLI-01319;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Azul Marinho;1;99.90;0.20;19.98;99.90;79.92;39.20;39.20;40.72;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-016296;2025-02-11;14:57:40;CLI-00350;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Branco;2;89.90;0.00;0.00;179.80;179.80;35.50;71.00;108.80;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
