id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
BQ-018397;2026-06-26;19:44:41;CLI-01743;M;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;P;Verde Oliva;1;189.90;0.00;0.00;189.90;189.90;82.30;82.30;107.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-018398;2026-06-26;14:37:36;CLI-00404;M;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Grafite;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-018399;2026-06-26;18:58:02;CLI-00912;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Preto;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-018400;2026-06-27;14:49:26;CLI-00326;Nao informado;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Vinho;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-018401;2026-06-27;15:58:07;CLI-01204;Nao informado;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Grafite;2;149.90;0.20;59.96;299.80;239.84;63.40;126.80;113.04;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-018402;2026-06-27;21:17:56;CLI-02634;M;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Vinho;1;149.90;0.05;7.50;149.90;142.41;63.40;63.40;79.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-018403;2026-06-27;14:03:23;CLI-00270;F;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-018404;2026-06-27;15:26:16;CLI-00122;M;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Azul Marinho;2;64.90;0.10;12.98;129.80;116.82;24.90;49.80;67.02;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-018405;2026-06-27;17:40:25;CLI-01122;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Preto;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018406;2026-06-27;12:34:34;CLI-01396;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-018407;2026-06-27;12:42:20;CLI-01736;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Rosa;2;159.90;0.05;15.99;319.80;303.81;70.20;140.40;163.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-018408;2026-06-27;21:34:54;CLI-00083;F;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;G;Preto;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-018409;2026-06-27;17:30:49;CLI-00205;Nao informado;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Verde Oliva;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-018410;2026-06-27;20:14:58;CLI-00182;M;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-018411;2026-06-27;11:05:01;CLI-02447;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Azul Marinho;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-018412;2026-06-29;19:19:52;CLI-01863;M;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;P;Preto;1;219.90;0.15;32.98;219.90;186.92;98.40;98.40;88.52;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-018413;2026-06-29;12:47:09;CLI-00953;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Rosa;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-018414;2026-06-29;12:17:12;CLI-00618;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Branco;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-018415;2026-06-29;08:37:21;CLI-01593;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Rosa;2;149.90;0.15;44.97;299.80;254.83;63.40;126.80;128.03;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-018416;2026-06-29;09:57:09;CLI-01385;Nao informado;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Rosa;2;89.90;0.05;8.99;179.80;170.81;35.50;71.00;99.81;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018417;2026-06-29;10:21:58;CLI-00135;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Azul Marinho;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-018418;2026-06-29;21:12:13;CLI-00178;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Preto;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-018419;2026-06-29;18:42:55;CLI-02306;F;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Grafite;2;159.90;0.15;47.97;319.80;271.83;70.20;140.40;131.43;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-018420;2026-06-29;09:39:15;CLI-01368;F;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Vinho;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-018421;2026-06-29;15:58:50;CLI-01251;F;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;PP;Branco;1;159.90;0.10;15.99;159.90;143.91;70.20;70.20;73.71;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-018422;2026-06-29;19:54:54;CLI-01014;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Rosa;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018423;2026-06-29;20:15:45;CLI-00856;F;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Preto;2;219.90;0.00;0.00;439.80;439.80;98.40;196.80;243.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-018424;2026-06-29;18:30:51;CLI-00529;F;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;GG;Rosa;1;189.90;0.15;28.48;189.90;161.42;82.30;82.30;79.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-018425;2026-06-30;13:07:13;CLI-02612;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Preto;2;69.90;0.15;20.97;139.80;118.83;27.60;55.20;63.63;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-018426;2026-06-30;12:42:01;CLI-02242;M;55+;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Azul Marinho;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018427;2026-06-30;17:03:35;CLI-02453;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Vinho;1;99.90;0.20;19.98;99.90;79.92;39.20;39.20;40.72;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-018428;2026-06-30;15:37:53;CLI-01691;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Vinho;1;64.90;0.20;12.98;64.90;51.92;24.90;24.90;27.02;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-018429;2026-06-30;14:35:52;CLI-00173;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Azul Marinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-018430;2026-06-30;12:59:01;CLI-02151;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Branco;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-018431;2026-06-30;17:47:39;CLI-01760;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-018432;2026-06-30;19:18:55;CLI-00122;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-018433;2026-06-30;12:18:45;CLI-02293;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Preto;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018434;2026-06-30;17:41:20;CLI-01145;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Rosa;2;89.90;0.00;0.00;179.80;179.80;35.50;71.00;108.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-018435;2026-06-30;20:01:49;CLI-00541;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-018436;2026-06-30;09:55:37;CLI-02787;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-018437;2026-07-01;14:17:45;CLI-00758;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Azul Marinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-018438;2026-07-01;13:33:59;CLI-00084;F;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;M;Branco;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-018439;2026-07-01;11:16:42;CLI-01828;F;35-44;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;P;Branco;1;219.90;0.05;11.00;219.90;208.91;98.40;98.40;110.50;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-018440;2026-07-01;12:53:37;CLI-02596;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Azul Marinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-018441;2026-07-01;19:12:25;CLI-02324;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Verde Oliva;1;89.90;0.30;26.97;89.90;62.93;35.50;35.50;27.43;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-018442;2026-07-01;19:35:27;CLI-01751;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Rosa;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-018443;2026-07-01;14:09:19;CLI-02496;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Preto;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-018444;2026-07-01;14:19:02;CLI-02467;F;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;G;Rosa;2;219.90;0.20;87.96;439.80;351.84;98.40;196.80;155.04;concluida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018445;2026-07-01;10:48:30;CLI-01072;F;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;P;Preto;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-018446;2026-07-01;13:54:39;CLI-01482;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Azul Marinho;3;79.90;0.00;0.00;239.70;239.70;31.70;95.10;144.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018447;2026-07-02;20:39:04;CLI-01813;M;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Vinho;1;109.90;0.05;5.50;109.90;104.41;45.10;45.10;59.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018448;2026-07-02;15:04:39;CLI-00635;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Branco;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-018449;2026-07-02;13:59:46;CLI-00194;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Preto;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-018450;2026-07-02;13:40:03;CLI-01510;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Vinho;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-018451;2026-07-02;13:45:23;CLI-02346;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Branco;1;69.90;0.10;6.99;69.90;62.91;27.60;27.60;35.31;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-018452;2026-07-02;15:48:48;CLI-01689;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Grafite;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-018453;2026-07-03;15:16:30;CLI-00950;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Verde Oliva;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-018454;2026-07-03;16:02:59;CLI-02300;F;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;GG;Preto;2;219.90;0.10;43.98;439.80;395.82;98.40;196.80;199.02;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-018455;2026-07-03;10:08:16;CLI-01779;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Verde Oliva;1;99.90;0.20;19.98;99.90;79.92;39.20;39.20;40.72;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-018456;2026-07-03;14:17:00;CLI-00082;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Rosa;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-018457;2026-07-03;13:43:18;CLI-00748;F;55+;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Preto;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-018458;2026-07-03;16:11:00;CLI-02437;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Vinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-018459;2026-07-03;17:22:23;CLI-02692;M;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Preto;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018460;2026-07-03;11:36:24;CLI-00978;M;45-54;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;M;Azul Marinho;1;189.90;0.10;18.99;189.90;170.91;82.30;82.30;88.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-018461;2026-07-03;10:01:47;CLI-00967;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Branco;2;89.90;0.00;0.00;179.80;179.80;35.50;71.00;108.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-018462;2026-07-03;16:57:27;CLI-02055;M;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Verde Oliva;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-018463;2026-07-03;17:43:04;CLI-02028;F;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Rosa;1;159.90;0.15;23.98;159.90;135.92;70.20;70.20;65.72;concluida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-018464;2026-07-03;15:08:02;CLI-02762;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Grafite;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;devolvida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-018465;2026-07-04;18:05:14;CLI-02052;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Azul Marinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-018466;2026-07-04;17:34:32;CLI-01501;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Verde Oliva;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-018467;2026-07-04;16:48:39;CLI-02033;M;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Verde Oliva;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-018468;2026-07-04;12:57:21;CLI-01395;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Preto;2;109.90;0.10;21.98;219.80;197.82;45.10;90.20;107.62;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-018469;2026-07-04;15:05:34;CLI-00740;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Branco;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-018470;2026-07-04;14:18:42;CLI-01572;M;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Vinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-018471;2026-07-04;16:38:43;CLI-02064;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Vinho;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018472;2026-07-04;12:28:05;CLI-02549;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Branco;3;89.90;0.00;0.00;269.70;269.70;35.50;106.50;163.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-018473;2026-07-04;19:01:05;CLI-01522;F;55+;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;GG;Grafite;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-018474;2026-07-04;18:03:47;CLI-01355;F;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;GG;Rosa;1;189.90;0.00;0.00;189.90;189.90;82.30;82.30;107.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-018475;2026-07-04;11:56:51;CLI-02107;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Grafite;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-018476;2026-07-04;10:36:42;CLI-02517;F;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Verde Oliva;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-018477;2026-07-04;20:04:35;CLI-02713;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Preto;1;89.90;0.20;17.98;89.90;71.92;35.50;35.50;36.42;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
